year,gdd_wtr_5c,wbic,cpe,tri_harvest,stocking_weight,state,species,rec_harvest,n_cpue,n_har,stock_id
2017,2546.610421,11038300,19.08333333,0,0,MN,NP,-999,7,2,11038300MNNP
2018,2696.226835,11038300,-999,0,0,MN,NP,-999,7,2,11038300MNNP
2019,2410.538095,11038300,-999,0,0,MN,NP,-999,7,2,11038300MNNP
2020,2508.224914,11038300,-999,0,0,MN,NP,-999,7,2,11038300MNNP
1980,2494.720468,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1981,2479.788773,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1982,2451.590926,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1983,2532.94143,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1984,2397.07195,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1985,2340.302382,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1986,2492.450973,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1987,2697.967225,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1988,2592.482156,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1989,2406.224062,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1990,2478.56221,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1991,2571.965148,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1992,2210.718892,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1993,2167.668798,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1994,2495.213525,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1995,2473.658041,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1996,2350.76855,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1997,2347.996037,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1998,2790.94144,11012900,6.67,0,0,MN,NP,-999,4,2,11012900MNNP
1999,2490.840342,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2000,2494.232518,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2001,2591.679474,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2002,2473.541839,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2003,2571.920743,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2004,2305.011254,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2005,2626.675887,11012900,6.166666667,0,0,MN,NP,-999,4,2,11012900MNNP
2006,2632.970518,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2007,2693.677806,11012900,-999,0,0,MN,NP,1708.877428,4,2,11012900MNNP
2008,2328.19595,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2009,2293.47026,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2010,2630.527517,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2011,2507.044761,11012900,8.083333333,0,0,MN,NP,2403.090931,4,2,11012900MNNP
2012,2577.178569,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2013,2477.176392,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2014,2379.788724,11012900,8.5,0,0,MN,NP,-999,4,2,11012900MNNP
2015,2618.787463,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2016,2714.757249,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2017,2568.407635,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2018,2700.387535,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2019,2441.401292,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
2020,2523.774024,11012900,-999,0,0,MN,NP,-999,4,2,11012900MNNP
1980,2454.444254,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1981,2452.087233,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1982,2413.932234,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1983,2509.462256,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1984,2364.193831,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1985,2308.193016,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1986,2460.285404,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1987,2657.685102,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1988,2581.810325,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1989,2343.436596,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1990,2429.256705,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1991,2541.768954,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1992,2195.587858,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1993,2139.362789,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1994,2472.677895,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1995,2434.175242,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1996,2301.806104,11020000,10,0,0,MN,NP,-999,6,2,11020000MNNP
1997,2314.134433,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1998,2735.832283,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1999,2456.087482,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2000,2456.675868,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2001,2563.464434,11020000,7.444444444,0,0,MN,NP,-999,6,2,11020000MNNP
2002,2438.925719,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2003,2533.476638,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2004,2264.808584,11020000,7.888888889,0,0,MN,NP,-999,6,2,11020000MNNP
2005,2586.96118,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2006,2590.407469,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2007,2625.410042,11020000,-999,0,0,MN,NP,367.328793,6,2,11020000MNNP
2008,2301.252032,11020000,17.22222222,0,0,MN,NP,-999,6,2,11020000MNNP
2009,2251.281622,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2010,2552.483011,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2011,2470.298322,11020000,-999,0,0,MN,NP,399.615121,6,2,11020000MNNP
2012,2539.991215,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2013,2446.363354,11020000,18.66666667,0,0,MN,NP,-999,6,2,11020000MNNP
2014,2342.795475,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2015,2583.829615,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2016,2678.12421,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2017,2531.108914,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2018,2679.420878,11020000,25.22222222,0,0,MN,NP,-999,6,2,11020000MNNP
2019,2391.560284,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
2020,2491.125106,11020000,-999,0,0,MN,NP,-999,6,2,11020000MNNP
1980,2477.569324,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1981,2484.591775,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1982,2447.156282,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1983,2544.288534,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1984,2405.184662,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1985,2338.234497,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1986,2491.598104,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1987,2691.284782,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1988,2616.676263,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1989,2378.634627,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1990,2464.537343,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1991,2561.974139,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1992,2229.803623,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1993,2154.059502,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1994,2508.557016,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1995,2466.594385,11027400,8.33,0,0,MN,NP,-999,6,2,11027400MNNP
1996,2334.939631,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1997,2348.305945,11027400,6.42,0,0,MN,NP,-999,6,2,11027400MNNP
1998,2774.408917,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1999,2486.354848,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2000,2492.160171,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2001,2594.604027,11027400,9.583333333,0,0,MN,NP,-999,6,2,11027400MNNP
2002,2471.264712,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2003,2557.873781,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2004,2292.892468,11027400,9.166666667,0,0,MN,NP,-999,6,2,11027400MNNP
2005,2612.295578,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2006,2626.307317,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2007,2661.24764,11027400,-999,0,0,MN,NP,433.8738642,6,2,11027400MNNP
2008,2333.361306,11027400,11.41666667,0,0,MN,NP,-999,6,2,11027400MNNP
2009,2283.858809,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2010,2589.37564,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2011,2495.768378,11027400,11.08333333,0,0,MN,NP,226.8085822,6,2,11027400MNNP
2012,2576.908793,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2013,2476.866937,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2014,2376.87789,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2015,2615.783925,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2016,2713.407557,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2017,2566.279714,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2018,2710.447613,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2019,2422.898991,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
2020,2521.4684,11027400,-999,0,0,MN,NP,-999,6,2,11027400MNNP
1980,2391.624187,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1981,2406.465499,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1982,2378.365144,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1983,2477.502201,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1984,2325.378212,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1985,2268.935587,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1986,2427.216593,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1987,2617.606628,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1988,2525.35903,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1989,2307.213478,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1990,2389.999102,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1991,2486.565527,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1992,2152.587486,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1993,2087.491713,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1994,2432.785574,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1995,2394.155844,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1996,2261.488804,11023400,10.22,0,0,MN,NP,-999,5,2,11023400MNNP
1997,2278.879607,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1998,2691.322625,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1999,2420.940278,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2000,2414.704157,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2001,2523.056872,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2002,2410.311647,11023400,8.444444444,0,0,MN,NP,-999,5,2,11023400MNNP
2003,2475.588133,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2004,2228.331318,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2005,2553.556284,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2006,2516.814671,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2007,2601.376612,11023400,-999,0,0,MN,NP,77.19228258,5,2,11023400MNNP
2008,2260.433697,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2009,2213.55536,11023400,7,0,0,MN,NP,-999,5,2,11023400MNNP
2010,2509.560021,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2011,2425.399989,11023400,-999,0,0,MN,NP,213.3080714,5,2,11023400MNNP
2012,2512.01184,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2013,2400.174168,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2014,2302.003973,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2015,2538.344723,11023400,9.888888889,0,0,MN,NP,-999,5,2,11023400MNNP
2016,2628.013751,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2017,2489.709438,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2018,2636.683345,11023400,9,0,0,MN,NP,-999,5,2,11023400MNNP
2019,2343.534625,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
2020,2426.456788,11023400,-999,0,0,MN,NP,-999,5,2,11023400MNNP
1980,2698.399963,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1981,2772.131015,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1982,2681.693641,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1983,2767.321131,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1984,2593.032804,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1985,2575.34067,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1986,2761.566845,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1987,2877.064933,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1988,2838.559482,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1989,2636.476089,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1990,2689.475531,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1991,2823.079589,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1992,2447.401212,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1993,2397.767218,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1994,2763.484895,56061300,0.58,0,0,MN,NP,-999,7,2,56061300MNNP
1995,2674.646583,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1996,2581.544001,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1997,2630.650616,56061300,1.75,0,0,MN,NP,-999,7,2,56061300MNNP
1998,3080.55166,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1999,2745.153834,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2000,2747.013225,56061300,0.75,0,0,MN,NP,-999,7,2,56061300MNNP
2001,2793.616902,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2002,2657.960088,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2003,2719.267128,56061300,1.833333333,0,0,MN,NP,-999,7,2,56061300MNNP
2004,2563.83852,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2005,2890.341433,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2006,2796.443398,56061300,0.111111111,0,0,MN,NP,-999,7,2,56061300MNNP
2007,2900.819652,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2008,2589.654891,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2009,2463.792466,56061300,1.166666667,0,0,MN,NP,-999,7,2,56061300MNNP
2010,2808.086608,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2011,2696.168128,56061300,-999,0,0,MN,NP,390.5296421,7,2,56061300MNNP
2012,2767.529038,56061300,-999,0,0,MN,NP,117.1193253,7,2,56061300MNNP
2013,2682.330502,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2014,2583.319753,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2015,2821.356646,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2016,2935.233232,56061300,2.833333333,0,0,MN,NP,-999,7,2,56061300MNNP
2017,2790.416659,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2018,2884.894036,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2019,2622.31135,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
2020,2707.360678,56061300,-999,0,0,MN,NP,-999,7,2,56061300MNNP
1980,2958.951671,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1981,2963.562155,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1982,2930.919415,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1983,3028.68149,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1984,2844.672318,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1985,2858.483574,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1986,3033.678134,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1987,3118.227934,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1988,2971.022391,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1989,2841.350616,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1990,2968.252689,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1991,3032.978292,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1992,2663.4713,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1993,2621.061828,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1994,2959.409156,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1995,2915.566516,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1996,2756.387249,66005200,1.4,0,0,MN,NP,-999,5,2,66005200MNNP
1997,2849.512688,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1998,3290.833013,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1999,2934.245679,66005200,-999,0,1.305,MN,NP,-999,5,2,66005200MNNP
2000,3011.399422,66005200,-999,0,1.305,MN,NP,-999,5,2,66005200MNNP
2001,2992.713372,66005200,0.2,0,1.26,MN,NP,-999,5,2,66005200MNNP
2002,2904.590187,66005200,-999,0,1.35,MN,NP,-999,5,2,66005200MNNP
2003,2970.665393,66005200,-999,0,1.395,MN,NP,-999,5,2,66005200MNNP
2004,2897.714416,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
2005,3151.823987,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
2006,2965.402053,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
2007,3145.37113,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
2008,2827.612552,66005200,1.7,0,0,MN,NP,-999,5,2,66005200MNNP
2009,2690.317927,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
2010,3143.782419,66005200,-999,0,0.27,MN,NP,-999,5,2,66005200MNNP
2011,2949.83146,66005200,-999,0,0.495,MN,NP,-999,5,2,66005200MNNP
2012,3106.647728,66005200,-999,0,0.315,MN,NP,-999,5,2,66005200MNNP
2013,2831.441974,66005200,-999,0,0.36,MN,NP,-999,5,2,66005200MNNP
2014,2799.78012,66005200,-999,0,0.675,MN,NP,-999,5,2,66005200MNNP
2015,3053.911611,66005200,-999,0,1.08,MN,NP,6342.388304,5,2,66005200MNNP
2016,3234.16419,66005200,5.4,0,0.72,MN,NP,785.9520926,5,2,66005200MNNP
2017,3042.13241,66005200,-999,0,1.215,MN,NP,-999,5,2,66005200MNNP
2018,3067.202564,66005200,-999,0,0.63,MN,NP,-999,5,2,66005200MNNP
2019,2931.839532,66005200,3.3,0,1.62,MN,NP,-999,5,2,66005200MNNP
2020,2898.289734,66005200,-999,0,0,MN,NP,-999,5,2,66005200MNNP
1980,2585.423821,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1981,2666.130512,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1982,2541.830138,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1983,2659.372091,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1984,2510.467961,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1985,2439.595015,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1986,2604.276414,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1987,2782.057464,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1988,2677.093,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1989,2496.816078,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1990,2572.206517,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1991,2719.845467,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1992,2373.706439,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1993,2299.376249,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1994,2666.766203,3035900,0.63,0,0,MN,BC,-999,6,2,3035900MNBC
1995,2607.596023,3035900,-999,0,0,MN,BC,15.46925542,6,2,3035900MNBC
1996,2475.464321,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1997,2519.183641,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1998,2910.754608,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1999,2609.88129,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2000,2626.518083,3035900,2.083333333,0,0,MN,BC,-999,6,2,3035900MNBC
2001,2707.490413,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2002,2565.156211,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2003,2655.923442,3035900,-999,0,0,MN,BC,647.4421702,6,2,3035900MNBC
2004,2431.154398,3035900,0.083333333,0,0,MN,BC,-999,6,2,3035900MNBC
2005,2750.674022,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2006,2702.444249,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2007,2798.489253,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2008,2467.297254,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2009,2359.373147,3035900,0.333333333,0,0,MN,BC,-999,6,2,3035900MNBC
2010,2692.472109,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2011,2597.737686,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2012,2651.481885,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2013,2604.834184,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2014,2482.923489,3035900,2.857142857,0,0,MN,BC,-999,6,2,3035900MNBC
2015,2724.690331,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2016,2824.503731,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2017,2647.154559,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2018,2776.179958,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
2019,2543.882714,3035900,0.888888889,0,0,MN,BC,-999,6,2,3035900MNBC
2020,2632.394876,3035900,-999,0,0,MN,BC,-999,6,2,3035900MNBC
1980,2954.996566,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1981,2968.39676,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1982,2937.929316,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1983,3047.254434,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1984,2889.372557,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1985,2879.334693,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1986,3023.442757,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1987,3158.764922,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1988,3008.545878,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1989,2848.012437,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1990,3004.968116,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1991,3032.984056,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1992,2670.254586,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1993,2623.34265,10005900,4.38,0,0,MN,BC,6302.321904,10,2,10005900MNBC
1994,2982.657519,10005900,-999,0,0,MN,BC,5635.86045,10,2,10005900MNBC
1995,2909.145268,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1996,2760.457188,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1997,2864.240032,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1998,3284.949468,10005900,24.7,0,0,MN,BC,-999,10,2,10005900MNBC
1999,2962.271058,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2000,3017.830818,10005900,17.77777778,0,0,MN,BC,-999,10,2,10005900MNBC
2001,3008.932414,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2002,2942.855386,10005900,12,0,0,MN,BC,-999,10,2,10005900MNBC
2003,2992.548468,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2004,2901.72104,10005900,16.66666667,0,0,MN,BC,-999,10,2,10005900MNBC
2005,3182.166531,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2006,2999.547088,10005900,13.9375,0,0,MN,BC,-999,10,2,10005900MNBC
2007,3120.499791,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2008,2810.251614,10005900,14.1875,0,0,MN,BC,-999,10,2,10005900MNBC
2009,2722.429327,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2010,3119.587605,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2011,2964.712973,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2012,3103.261218,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2013,2856.088707,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2014,2779.600663,10005900,8.875,0,0,MN,BC,-999,10,2,10005900MNBC
2015,3054.050091,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2016,3252.164936,10005900,9.5,0,0,MN,BC,-999,10,2,10005900MNBC
2017,3035.007246,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2018,3073.99884,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
2019,2881.469713,10005900,5.833333333,0,0,MN,BC,-999,10,2,10005900MNBC
2020,2928.730788,10005900,-999,0,0,MN,BC,-999,10,2,10005900MNBC
1980,2689.727855,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1981,2725.925951,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1982,2676.919697,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
