year,gdd_wtr_5c,wbic,cpe,tri_harvest,stocking_weight,state,species,rec_harvest,n_cpue,n_har,stock_id
1983,2764.515804,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1984,2612.704433,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1985,2621.668168,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1986,2728.08913,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1987,2915.560447,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1988,2806.501278,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1989,2634.897275,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1990,2729.898704,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1991,2804.83937,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1992,2431.742207,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1993,2370.603266,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1994,2730.945703,34007900,0.08,0,0,MN,BC,-999,22,7,34007900MNBC
1995,2641.995863,34007900,-999,0,0,MN,BC,4.596445427,22,7,34007900MNBC
1996,2544.898594,34007900,-999,0,0,MN,BC,144.1730136,22,7,34007900MNBC
1997,2624.153309,34007900,0.08,0,0,MN,BC,-999,22,7,34007900MNBC
1998,3015.203631,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1999,2719.394227,34007900,0.08,0,0,MN,BC,-999,22,7,34007900MNBC
2000,2718.725438,34007900,0.083333333,0,0,MN,BC,-999,22,7,34007900MNBC
2001,2767.132593,34007900,0.416666667,0,0,MN,BC,-999,22,7,34007900MNBC
2002,2677.963425,34007900,0.416666667,0,0,MN,BC,-999,22,7,34007900MNBC
2003,2736.169498,34007900,0.833333333,0,0,MN,BC,-999,22,7,34007900MNBC
2004,2599.500115,34007900,1,0,0,MN,BC,231.6445308,22,7,34007900MNBC
2005,2892.518497,34007900,1.666666667,0,0,MN,BC,637.3956537,22,7,34007900MNBC
2006,2763.364716,34007900,3.833333333,0,0,MN,BC,-999,22,7,34007900MNBC
2007,2851.588961,34007900,1.833333333,0,0,MN,BC,672.0003215,22,7,34007900MNBC
2008,2576.918405,34007900,1.583333333,0,0,MN,BC,-999,22,7,34007900MNBC
2009,2509.258112,34007900,1.666666667,0,0,MN,BC,-999,22,7,34007900MNBC
2010,2832.058641,34007900,2.25,0,0,MN,BC,-999,22,7,34007900MNBC
2011,2698.952246,34007900,3.083333333,0,0,MN,BC,-999,22,7,34007900MNBC
2012,2822.72525,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
2013,2651.573391,34007900,4.333333333,0,0,MN,BC,-999,22,7,34007900MNBC
2014,2567.297093,34007900,2.666666667,0,0,MN,BC,1175.060909,22,7,34007900MNBC
2015,2863.14616,34007900,1.75,0,0,MN,BC,895.0532823,22,7,34007900MNBC
2016,2978.1206,34007900,0.916666667,0,0,MN,BC,-999,22,7,34007900MNBC
2017,2748.520605,34007900,2.5,0,0,MN,BC,-999,22,7,34007900MNBC
2018,2858.244668,34007900,1.5,0,0,MN,BC,-999,22,7,34007900MNBC
2019,2591.571509,34007900,2.083333333,0,0,MN,BC,-999,22,7,34007900MNBC
2020,2673.722559,34007900,-999,0,0,MN,BC,-999,22,7,34007900MNBC
1980,2592.165318,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1981,2595.594783,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1982,2567.964748,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1983,2660.654457,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1984,2515.475224,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1985,2472.147935,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1986,2638.373337,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1987,2796.928543,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1988,2698.412986,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1989,2511.672233,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1990,2575.831466,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1991,2678.088984,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1992,2328.741724,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1993,2269.853,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1994,2611.629648,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1995,2572.357577,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1996,2446.19926,18037300,0.25,0,0,MN,BC,-999,4,2,18037300MNBC
1997,2496.940688,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1998,2907.250733,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1999,2612.562153,18037300,-999,0,0,MN,BC,264.6662931,4,2,18037300MNBC
2000,2609.263762,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2001,2699.184695,18037300,0.466666667,0,0,MN,BC,-999,4,2,18037300MNBC
2002,2594.112478,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2003,2674.051781,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2004,2437.187323,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2005,2780.256583,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2006,2703.50888,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2007,2763.395614,18037300,2.933333333,0,0,MN,BC,-999,4,2,18037300MNBC
2008,2444.781237,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2009,2394.476524,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2010,2735.336266,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2011,2611.625983,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2012,2706.141989,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2013,2548.168051,18037300,0.2,0,0,MN,BC,450.9907411,4,2,18037300MNBC
2014,2484.645935,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2015,2737.879527,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2016,2829.412163,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2017,2694.169362,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2018,2781.837053,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2019,2533.395963,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
2020,2605.478009,18037300,-999,0,0,MN,BC,-999,4,2,18037300MNBC
1980,2965.349069,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1981,2979.330312,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1982,2936.193466,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1983,3044.207255,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1984,2868.873386,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1985,2879.932532,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1986,3038.462624,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1987,3140.256039,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1988,2994.06271,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1989,2854.569403,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1990,2979.307245,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1991,3039.041297,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1992,2675.987594,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1993,2647.424403,66003900,8,0,0,MN,BC,1971.059151,6,3,66003900MNBC
1994,2978.737093,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1995,2919.019025,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1996,2750.508584,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1997,2847.636195,66003900,1.56,0,0,MN,BC,-999,6,3,66003900MNBC
1998,3308.056097,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1999,2952.014954,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2000,3021.205738,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2001,3009.880802,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2002,2930.668804,66003900,49.125,0,0,MN,BC,-999,6,3,66003900MNBC
2003,2980.007311,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2004,2908.184254,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2005,3169.798971,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2006,2983.467736,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2007,3152.769939,66003900,28.625,0,0,MN,BC,-999,6,3,66003900MNBC
2008,2860.279896,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2009,2724.983264,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2010,3153.908637,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2011,2966.641509,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2012,3141.863008,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2013,2848.356955,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2014,2813.286728,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2015,3078.897991,66003900,-999,0,0,MN,BC,8558.478095,6,3,66003900MNBC
2016,3262.257475,66003900,19.44444444,0,0,MN,BC,717.5051312,6,3,66003900MNBC
2017,3038.885785,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2018,3063.398026,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
2019,2926.665449,66003900,11,0,0,MN,BC,-999,6,3,66003900MNBC
2020,2902.327433,66003900,-999,0,0,MN,BC,-999,6,3,66003900MNBC
1980,2320.615034,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1981,2398.299326,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1982,2322.533811,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1983,2477.827333,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1984,2301.884158,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1985,2179.388799,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1986,2346.224426,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1987,2503.071492,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1988,2526.270183,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1989,2336.505649,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1990,2296.638566,69061700,-999,0,0,MN,BC,628.5639122,7,8,69061700MNBC
1991,2454.607624,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1992,2092.677095,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1993,2056.567096,69061700,0.6,0,0,MN,BC,-999,7,8,69061700MNBC
1994,2426.876057,69061700,0.67,0,0,MN,BC,-999,7,8,69061700MNBC
1995,2325.310285,69061700,1,0,0,MN,BC,-999,7,8,69061700MNBC
1996,2269.658541,69061700,1.4,0,0,MN,BC,-999,7,8,69061700MNBC
1997,2239.614008,69061700,1.33,0,0,MN,BC,-999,7,8,69061700MNBC
1998,2626.725883,69061700,0.86,0,0,MN,BC,196.8632635,7,8,69061700MNBC
1999,2394.393279,69061700,1.53,0,0,MN,BC,712.1230522,7,8,69061700MNBC
2000,2359.53481,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2001,2539.893956,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2002,2337.994816,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2003,2510.593586,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2004,2177.811053,69061700,-999,0,0,MN,BC,3585.090226,7,8,69061700MNBC
2005,2518.219169,69061700,-999,0,0,MN,BC,579.6323495,7,8,69061700MNBC
2006,2572.223515,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2007,2576.12773,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2008,2315.696106,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2009,2202.942374,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2010,2592.967571,69061700,-999,0,0,MN,BC,1194.252567,7,8,69061700MNBC
2011,2465.564372,69061700,-999,0,0,MN,BC,172.6068163,7,8,69061700MNBC
2012,2546.087317,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2013,2471.016284,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2014,2304.888771,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2015,2551.882257,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2016,2680.086407,69061700,-999,0,0,MN,BC,1037.964239,7,8,69061700MNBC
2017,2487.765908,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2018,2600.252188,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2019,2356.381812,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
2020,2434.008082,69061700,-999,0,0,MN,BC,-999,7,8,69061700MNBC
1980,2566.010536,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1981,2603.138751,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1982,2556.179465,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1983,2648.610174,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1984,2494.548971,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1985,2467.814222,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1986,2609.272681,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1987,2770.750451,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1988,2673.335068,21008300,0.42,0,0,MN,BC,-999,8,3,21008300MNBC
1989,2497.363869,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1990,2569.070885,21008300,-999,0,0,MN,BC,476.9081875,8,3,21008300MNBC
1991,2668.876923,21008300,0.08,0,0,MN,BC,100.8252545,8,3,21008300MNBC
1992,2327.971366,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1993,2250.12163,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1994,2588.909785,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1995,2537.636314,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1996,2438.473014,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1997,2496.194301,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1998,2883.091022,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1999,2593.665304,21008300,0.33,0,0,MN,BC,-999,8,3,21008300MNBC
2000,2570.316114,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2001,2663.472888,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2002,2558.339183,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2003,2634.949563,21008300,2.733333333,0,0,MN,BC,-999,8,3,21008300MNBC
2004,2443.868216,21008300,-999,0,0,MN,BC,1309.865988,8,3,21008300MNBC
2005,2772.951779,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2006,2658.039001,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2007,2759.085168,21008300,1.133333333,0,0,MN,BC,-999,8,3,21008300MNBC
2008,2409.954619,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2009,2330.921791,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2010,2659.105481,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2011,2585.186822,21008300,0.2,0,0,MN,BC,-999,8,3,21008300MNBC
2012,2649.460939,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2013,2549.879564,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2014,2454.09429,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2015,2693.365492,21008300,1.166666667,0,0,MN,BC,-999,8,3,21008300MNBC
2016,2804.689606,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2017,2630.684037,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2018,2762.258065,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
2019,2466.334555,21008300,1,0,0,MN,BC,-999,8,3,21008300MNBC
2020,2557.481599,21008300,-999,0,0,MN,BC,-999,8,3,21008300MNBC
1980,2619.071812,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1981,2667.389854,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1982,2597.865022,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1983,2698.316917,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1984,2524.405258,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1985,2503.063282,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1986,2676.138768,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1987,2855.331506,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1988,2739.203041,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1989,2535.974658,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1990,2602.621135,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1991,2729.302204,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1992,2373.039865,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1993,2295.195065,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1994,2655.100032,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1995,2597.421517,56023900,0.07,0,0,MN,BC,-999,7,2,56023900MNBC
1996,2486.321742,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1997,2538.425718,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1998,2963.819655,56023900,0.4,0,0,MN,BC,-999,7,2,56023900MNBC
1999,2658.002386,56023900,-999,0,0,MN,BC,979.660309,7,2,56023900MNBC
2000,2636.569557,56023900,-999,0,0,MN,BC,322.2450129,7,2,56023900MNBC
2001,2731.213113,56023900,0.4,0,0,MN,BC,-999,7,2,56023900MNBC
2002,2590.309717,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2003,2667.780381,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2004,2471.102044,56023900,1.2,0,0,MN,BC,-999,7,2,56023900MNBC
2005,2766.593326,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2006,2732.69017,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2007,2803.424072,56023900,1.333333333,0,0,MN,BC,-999,7,2,56023900MNBC
2008,2478.604327,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2009,2370.765754,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2010,2701.531163,56023900,1.6,0,0,MN,BC,-999,7,2,56023900MNBC
2011,2616.900198,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2012,2680.272351,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2013,2608.682234,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2014,2506.296851,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2015,2753.831987,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2016,2850.490774,56023900,3.666666667,0,0,MN,BC,-999,7,2,56023900MNBC
2017,2677.534545,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2018,2812.645537,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2019,2529.013463,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
2020,2621.453511,56023900,-999,0,0,MN,BC,-999,7,2,56023900MNBC
1980,2779.791293,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1981,2812.295928,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1982,2766.283343,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1983,2824.905662,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1984,2675.213704,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1985,2690.501999,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1986,2819.247371,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1987,2967.963222,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1988,2875.763507,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1989,2716.908425,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1990,2777.697878,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1991,2909.854287,34020600,-999,0,0,MN,BC,858.7040228,8,2,34020600MNBC
1992,2501.943112,34020600,-999,0,0,MN,BC,79.12868077,8,2,34020600MNBC
1993,2442.93441,34020600,5.5,0,0,MN,BC,-999,8,2,34020600MNBC
1994,2794.07565,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1995,2717.30233,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1996,2617.248616,34020600,7.83,0,0,MN,BC,-999,8,2,34020600MNBC
1997,2710.198965,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1998,3118.533662,34020600,7.5,0,0,MN,BC,-999,8,2,34020600MNBC
1999,2781.037505,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2000,2804.811885,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2001,2840.511971,34020600,1.166666667,0,0,MN,BC,-999,8,2,34020600MNBC
2002,2742.975586,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2003,2812.738311,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2004,2699.458959,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2005,2990.778273,34020600,0.333333333,0,0,MN,BC,-999,8,2,34020600MNBC
2006,2822.632327,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2007,2935.147797,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2008,2639.238772,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2009,2564.290641,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2010,2900.943168,34020600,0.6,0,0,MN,BC,-999,8,2,34020600MNBC
2011,2774.468459,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2012,2881.133903,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2013,2704.989437,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2014,2640.570793,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2015,2924.940814,34020600,0.25,0,0,MN,BC,-999,8,2,34020600MNBC
2016,3034.012136,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2017,2845.605863,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2018,2926.940806,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
2019,2688.4504,34020600,1,0,0,MN,BC,-999,8,2,34020600MNBC
2020,2756.380395,34020600,-999,0,0,MN,BC,-999,8,2,34020600MNBC
1980,2588.139212,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1981,2661.314133,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1982,2583.083376,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1983,2673.030535,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1984,2508.692322,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1985,2469.761778,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1986,2647.13468,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1987,2817.226235,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1988,2713.995926,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1989,2511.966682,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1990,2578.958856,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1991,2723.75753,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1992,2346.824727,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1993,2294.28285,56074701,0.07,0,0,MN,BC,-999,9,2,56074701MNBC
1994,2658.11026,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1995,2598.231581,56074701,0.13,0,0,MN,BC,227.0931319,9,2,56074701MNBC
1996,2500.69305,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1997,2527.21241,56074701,0.13,0,0,MN,BC,-999,9,2,56074701MNBC
1998,2926.567661,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1999,2627.376071,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2000,2628.974902,56074701,0.133333333,0,0,MN,BC,-999,9,2,56074701MNBC
2001,2708.12954,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2002,2563.174127,56074701,-999,0,0,MN,BC,704.159498,9,2,56074701MNBC
2003,2646.151723,56074701,0.466666667,0,0,MN,BC,-999,9,2,56074701MNBC
2004,2438.15496,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2005,2764.185717,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2006,2714.312081,56074701,0.533333333,0,0,MN,BC,-999,9,2,56074701MNBC
2007,2805.127422,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2008,2468.662461,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2009,2361.116543,56074701,0.733333333,0,0,MN,BC,-999,9,2,56074701MNBC
2010,2684.746644,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2011,2598.951513,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2012,2652.634443,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2013,2606.020933,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2014,2481.12775,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2015,2730.207984,56074701,0.2,0,0,MN,BC,-999,9,2,56074701MNBC
2016,2824.570112,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2017,2667.04328,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2018,2785.700115,56074701,0.333333333,0,0,MN,BC,-999,9,2,56074701MNBC
2019,2519.504123,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
2020,2631.128367,56074701,-999,0,0,MN,BC,-999,9,2,56074701MNBC
1980,2643.767672,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1981,2727.717019,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1982,2638.935545,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1983,2724.244178,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1984,2561.66581,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1985,2528.73794,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1986,2695.052868,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1987,2841.533517,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1988,2772.223122,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
1989,2563.783277,56074702,-999,0,0,MN,BC,-999,7,2,56074702MNBC
